0,0,1,-59,-71,-90,1,-1.00,-1.00,0.00,0.00,56,67,87,0,0,0,0,0,0
2086,2486,3206,447,532,687,7050,-1.00,-1.00,0.00,0.00,124,148,191,0,0,0,0,0,0
3038,3618,4660,1166,1388,1790,10240,-1.00,-1.00,0.00,0.00,221,264,339,0,0,0,0,0,0
3042,3622,4660,1862,2217,2856,10240,-1.00,-1.00,0.00,0.00,315,376,484,0,0,0,0,0,0
3043,3623,4660,2535,3019,3887,10240,-1.00,-1.00,0.00,0.00,406,484,623,0,0,0,0,0,0
3046,3627,4661,2683,3194,4109,10240,-1.00,-1.00,0.00,0.00,494,589,757,0,0,0,0,0,0
3049,3631,4663,2596,3091,3973,10240,-1.00,-1.00,0.00,0.00,579,690,888,693,0,0,0,0,0
3054,3637,4666,2512,2991,3842,10240,-1.00,-1.00,0.00,0.00,662,788,1013,693,0,0,0,0,0
3064,3651,4675,2434,2898,3717,10240,-1.00,-1.00,0.00,0.00,742,884,1136,693,0,0,0,0,0
3070,3658,4678,2358,2809,3597,10240,-1.00,-1.00,0.00,0.00,820,976,1254,693,0,0,0,0,0
3073,3664,4682,2285,2724,3482,10240,-1.00,-1.00,0.00,0.00,895,1066,1368,693,0,0,0,0,0
3076,3671,4686,2214,2641,3371,10240,-1.00,-1.00,0.00,0.00,967,1153,1478,693,0,0,0,0,0
3080,3679,4690,2144,2560,3262,10240,-1.00,-1.00,0.00,0.00,1038,1237,1586,693,0,0,0,0,0
3085,3689,4694,2077,2482,3157,10240,-1.00,-1.00,0.00,0.00,1106,1319,1689,693,0,0,0,0,0
3075,3669,4680,2008,2400,3052,10240,-1.00,-1.00,0.00,0.00,1172,1397,1789,693,0,0,0,0,0
3055,3637,4660,1936,2312,2943,10240,-1.00,-1.00,0.00,0.00,1234,1472,1885,693,0,0,0,0,0
3029,3603,4640,1859,2216,2833,10240,-1.00,-1.00,0.00,0.00,1294,1543,1976,693,0,0,0,0,0
3013,3579,4626,1780,2116,2722,10240,-1.00,-1.00,0.00,0.00,1352,1610,2065,693,0,0,0,0,0
3002,3564,4617,1703,2020,2616,10240,-1.00,-1.00,0.00,0.00,1407,1676,2150,693,0,0,0,0,0
3006,3569,4618,1634,1936,2519,10240,-1.00,-1.00,0.00,0.00,1460,1739,2232,693,0,0,0,0,0
3011,3578,4624,1575,1866,2431,10240,-1.00,-1.00,0.00,0.00,1512,1800,2312,693,0,0,0,0,0
3017,3588,4629,1523,1806,2351,10240,-1.00,-1.00,0.00,0.00,1562,1860,2389,693,0,0,0,0,0
3023,3598,4635,1478,1754,2277,10240,-1.00,-1.00,0.00,0.00,1610,1917,2464,693,0,0,0,0,0
3030,3609,4639,1434,1705,2206,10240,-1.00,-1.00,0.00,0.00,1658,1974,2536,693,0,0,0,0,0
3030,3609,4639,1391,1656,2136,10240,-1.00,-1.00,0.00,0.00,1703,2028,2606,693,0,0,0,0,0
3029,3610,4641,1348,1606,2068,10240,-1.00,-1.00,0.00,0.00,1748,2081,2674,693,0,0,0,0,0
3033,3612,4642,1305,1556,2001,10240,-1.00,-1.00,0.00,0.00,1791,2132,2740,693,0,0,0,0,0
3038,3618,4646,1264,1506,1936,10240,-1.00,-1.00,0.00,0.00,1832,2182,2803,693,0,0,0,0,0
3050,3635,4655,1226,1462,1875,10240,-1.00,-1.00,0.00,0.00,1873,2230,2865,693,0,0,0,0,0
3056,3642,4659,1192,1421,1817,10240,-1.00,-1.00,0.00,0.00,1912,2277,2925,693,0,0,0,0,0
3062,3651,4663,1159,1383,1761,10240,-1.00,-1.00,0.00,0.00,1950,2323,2983,693,0,0,0,0,0
3068,3660,4669,1128,1347,1708,10240,-1.00,-1.00,0.00,0.00,1988,2368,3039,693,0,0,0,0,0
3074,3668,4673,1096,1310,1655,10240,-1.00,-1.00,0.00,0.00,2024,2411,3094,693,0,0,0,0,0
3083,3687,4685,1066,1277,1606,10240,-1.00,-1.00,0.00,0.00,2059,2453,3147,693,0,0,0,0,0
3088,3696,4691,1037,1246,1560,10240,-1.00,-1.00,0.00,0.00,2094,2495,3198,693,0,0,0,0,0
3094,3702,4693,1008,1214,1513,10240,-1.00,-1.00,0.00,0.00,2127,2535,3248,693,0,0,0,0,0
3098,3703,4692,981,1182,1468,10240,-1.00,-1.00,0.00,0.00,2159,2574,3296,693,0,0,0,0,0
3100,3704,4691,952,1147,1420,10240,-1.00,-1.00,0.00,0.00,2191,2612,3343,693,0,0,0,0,0
3075,3670,4670,917,1102,1368,10240,-1.00,-1.00,0.00,0.00,2220,2647,3387,693,0,0,0,0,0
3052,3636,4651,876,1050,1312,10240,-1.00,-1.00,0.00,0.00,2248,2680,3429,693,0,0,0,0,0
3032,3611,4634,831,992,1254,10240,-1.00,-1.00,0.00,0.00,2274,2711,3469,693,0,0,0,0,0
3024,3598,4626,785,934,1197,10240,-1.00,-1.00,0.00,0.00,2299,2741,3508,693,0,0,0,0,0
3021,3595,4624,746,884,1146,10240,-1.00,-1.00,0.00,0.00,2323,2769,3545,693,0,0,0,0,0
3029,3608,4632,715,848,1103,10240,-1.00,-1.00,0.00,0.00,2347,2797,3581,693,0,0,0,0,0
3032,3613,4638,692,820,1067,10240,-1.00,-1.00,0.00,0.00,2369,2824,3616,693,0,0,0,0,0
3041,3624,4643,673,799,1036,10240,-1.00,-1.00,0.00,0.00,2392,2851,3651,693,0,0,0,0,0
3046,3631,4648,656,781,1007,10240,-1.00,-1.00,0.00,0.00,2414,2877,3684,693,0,0,0,0,0
3049,3634,4649,639,762,977,10240,-1.00,-1.00,0.00,0.00,2435,2902,3716,693,0,0,0,0,0
3051,3637,4651,622,742,948,10240,-1.00,-1.00,0.00,0.00,2455,2927,3747,693,0,0,0,0,0
3052,3639,4651,604,721,918,10240,-1.00,-1.00,0.00,0.00,2475,2950,3777,693,0,0,0,0,0
3055,3642,4653,587,700,889,10240,-1.00,-1.00,0.00,0.00,2494,2973,3806,693,0,0,0,0,0
3059,3646,4656,570,679,861,10240,-1.00,-1.00,0.00,0.00,2513,2996,3835,693,0,0,0,0,0
3061,3653,4658,553,660,834,10240,-1.00,-1.00,0.00,0.00,2532,3018,3862,693,0,0,0,0,0
